,Date,Hour.CST.,Fargo,Fargo.1,Fargo.2,Fargo.3,Fargo.4,Fargo.5,Fargo.6,Fargo.7,Fargo.8,Fargo.9,Fargo.10,Fargo.11,Fargo.12,Fargo.13,Fargo.14,Fargo.15,Fargo.16,Fargo.17,Fargo.18
79,Date,Hour(CST),AvgAirTemp(°F),AvgRelHum(%),AvgBareSoilTemp(°F),AvgTurfSoilTemp(°F),AvgWindSpd(mph),MaxWindSpd(mph),AvgWindDir(deg),WindDirStD(deg),TotalSolarRad(Lys),TotalRainfall(inch),StnBaroPres(mb),AvgDewPoint(°F),AvgWindChill(°F),9 mAvgAirTemp(°F),9 mAvgRelHum(%),10 mAvgWindSpd(mph),10 mMaxWindSpd(mph),10 mAvgWindDir(deg),10 mWindDirStD(deg)
80,1/4/2022,100,4,84,32,31,3.8,7.6,22,14,0,M,980,0,-5,4,84,4.2,8.2,21,13
81,1/4/2022,200,5,83,32,31,4.2,8.3,43,17,0,M,979,1,-5,5,84,4.7,8.3,39,17
82,1/4/2022,300,6,83,32,31,3.5,7.2,62,14,0,M,978,2,-2,7,83,3.9,7.7,61,14
83,1/4/2022,400,9,81,32,31,5.2,10.1,85,16,0,M,976,4,-1,10,81,6.1,10.7,80,15
84,1/4/2022,500,10,79,32,31,4.1,10.7,110,16,0,M,975,5,2,11,79,4.6,10.9,107,15
85,1/4/2022,600,11,79,32,31,3.6,9,82,16,0,M,974,5,3,11,79,4.1,9.3,82,15
86,1/4/2022,700,10,80,32,31,3.5,6.7,40,35,0,M,973,5,2,11,80,4.3,7.8,38,36
87,1/4/2022,800,9,83,32,31,3.7,7.8,19,13,0,M,973,5,1,10,83,4.4,8.8,16,11
88,1/4/2022,900,11,81,32,31,6.7,11.4,30,13,1,M,972,6,-1,11,81,7.7,12.4,23,12
89,1/4/2022,1000,10,82,32,31,7.4,11.6,24,12,5,M,972,5,-3,10,82,8.5,13.1,17,13
90,1/4/2022,1100,11,81,32,31,8.7,14.8,31,11,9,M,971,6,-3,11,82,9.9,15.7,25,11
91,1/4/2022,1200,12,81,32,31,8.6,14.4,30,14,12,M,970,7,-1,12,81,9.9,15.4,23,13
92,1/4/2022,1300,13,81,32,31,9.8,16.3,18,12,16,M,969,8,-1,13,82,11.2,18.4,12,11
93,1/4/2022,1400,13,82,32,31,11.3,17.8,4,19,10,M,970,8,-2,13,83,13.9,20.9,359,16
94,1/4/2022,1500,12,84,32,31,11.4,18.2,3,18,7,M,970,8,-3,13,84,13.7,23.8,357,19
95,1/4/2022,1600,13,83,32,31,11.6,18.7,5,23,3,M,972,8,-3,13,84,13.8,22.8,359,23
96,1/4/2022,1700,13,84,32,31,12.1,19.3,357,22,1,M,972,9,-3,13,85,14.6,22,350,17
97,1/4/2022,1800,12,86,32,31,12,18.5,350,17,0,M,973,8,-4,12,86,14.7,21.4,342,11
98,1/4/2022,1900,10,87,32,31,14.4,22.3,342,13,0,M,974,7,-7,11,88,16.7,25.2,336,10
99,1/4/2022,2000,10,87,32,31,16.1,24.5,329,10,0,M,975,6,-9,10,88,18,27,323,9
100,1/4/2022,2100,9,87,32,31,16.7,25.4,331,9,0,M,975,6,-10,9,87,18.5,28.9,323,9
101,1/4/2022,2200,9,87,32,31,16.9,25,334,8,0,M,976,6,-10,10,87,18.9,28.7,326,8
102,1/4/2022,2300,10,87,32,31,16.3,27.9,342,15,0,M,976,7,-9,10,88,18.4,29.6,335,10
103,1/4/2022,2400,9,87,32,31,16.3,25.9,339,13,0,M,977,6,-10,9,87,17.9,28,333,9
104,Date,Hour(CST),Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo
105,Date,Hour(CST),AvgAirTemp(°F),AvgRelHum(%),AvgBareSoilTemp(°F),AvgTurfSoilTemp(°F),AvgWindSpd(mph),MaxWindSpd(mph),AvgWindDir(deg),WindDirStD(deg),TotalSolarRad(Lys),TotalRainfall(inch),StnBaroPres(mb),AvgDewPoint(°F),AvgWindChill(°F),9 mAvgAirTemp(°F),9 mAvgRelHum(%),10 mAvgWindSpd(mph),10 mMaxWindSpd(mph),10 mAvgWindDir(deg),10 mWindDirStD(deg)
106,1/5/2022,100,8,87,32,31,17.7,28.1,342,15,0,M,977,5,-11,9,87,20.1,31,335,9
107,1/5/2022,200,7,86,32,31,17.5,27.4,339,12,0,M,978,3,-13,7,86,19.3,32.1,332,10
108,1/5/2022,300,5,85,32,31,20.4,30.7,335,10,0,M,979,1,-17,5,85,22.8,36.1,329,10
109,1/5/2022,400,2,84,32,31,21.8,34.8,334,9,0,M,980,-2,-22,2,84,24.4,37.5,328,9
110,1/5/2022,500,0,83,32,31,21.2,31.7,338,14,0,M,981,-4,-24,0,83,23.8,35.7,332,9
111,1/5/2022,600,-1,82,32,31,20.7,31.6,340,15,0,M,982,-5,-26,-1,83,23.4,37.5,334,9
112,1/5/2022,700,-3,82,32,31,20.6,31.6,344,16,0,M,983,-7,-27,-3,82,24.1,35.6,337,9
113,1/5/2022,800,-4,81,32,31,21.2,32.2,347,18,0,M,984,-9,-30,-4,82,25,36.2,340,11
114,1/5/2022,900,-6,80,32,31,21,31.5,350,21,1,M,986,-11,-33,-6,81,25.2,36.3,342,14
115,1/5/2022,1000,-8,80,32,31,20.1,31.6,348,22,6,M,987,-12,-34,-7,81,23.9,35.5,341,13
116,1/5/2022,1100,-8,80,32,31,19.6,31.9,350,20,11,M,988,-13,-34,-8,80,23.5,33.6,342,12
117,1/5/2022,1200,-9,79,32,31,19.1,28.4,350,22,16,M,988,-13,-34,-9,80,23,34.6,342,13
118,1/5/2022,1300,-9,79,32,31,17.4,26.7,349,19,18,M,988,-14,-34,-9,80,21,31.3,341,11
119,1/5/2022,1400,-9,79,32,31,17.3,28.5,348,21,20,M,989,-14,-34,-9,79,20.5,30.2,340,12
120,1/5/2022,1500,-9,79,32,31,16.6,24.4,345,15,15,M,990,-14,-34,-9,79,19.5,29.9,338,10
121,1/5/2022,1600,-10,78,32,31,17,25,348,18,9,M,991,-15,-35,-10,79,20.3,29.4,341,12
122,1/5/2022,1700,-10,78,32,31,16.5,25.5,350,20,2,M,992,-15,-35,-10,79,19.6,28,343,12
123,1/5/2022,1800,-11,78,32,31,14.8,22.8,348,19,0,M,993,-16,-35,-11,79,17.5,26.4,341,11
124,1/5/2022,1900,-11,78,32,31,15.8,24.4,349,18,0,M,994,-16,-36,-11,79,18.8,27.4,341,12
125,1/5/2022,2000,-12,77,32,31,15.2,23.3,344,18,0,M,995,-17,-36,-11,78,17.7,26.3,337,11
126,1/5/2022,2100,-12,77,32,31,13.7,21.5,341,15,0,M,995,-17,-35,-12,77,15.6,23.8,335,11
127,1/5/2022,2200,-12,77,32,31,13.9,22.4,335,11,0,M,996,-18,-36,-12,78,15.2,22.4,329,8
128,1/5/2022,2300,-12,77,32,31,12.4,19.8,340,13,0,M,996,-17,-35,-12,78,14,23,334,10
129,1/5/2022,2400,-12,77,32,31,12.2,20.5,331,9,0,M,996,-18,-35,-12,78,13.4,21.8,325,9
130,Date,Hour(CST),Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo
131,Date,Hour(CST),AvgAirTemp(°F),AvgRelHum(%),AvgBareSoilTemp(°F),AvgTurfSoilTemp(°F),AvgWindSpd(mph),MaxWindSpd(mph),AvgWindDir(deg),WindDirStD(deg),TotalSolarRad(Lys),TotalRainfall(inch),StnBaroPres(mb),AvgDewPoint(°F),AvgWindChill(°F),9 mAvgAirTemp(°F),9 mAvgRelHum(%),10 mAvgWindSpd(mph),10 mMaxWindSpd(mph),10 mAvgWindDir(deg),10 mWindDirStD(deg)
132,1/6/2022,100,-14,75,32,31,10.7,17.2,329,10,0,M,996,-20,-36,-14,75,11.5,19.3,323,10
133,1/6/2022,200,-15,74,32,31,9.3,14.6,325,9,0,M,996,-22,-36,-15,74,9.6,15.9,319,11
134,1/6/2022,300,-16,74,32,31,8.1,12.2,324,9,0,M,997,-22,-36,-16,75,9.3,13.7,318,8
135,1/6/2022,400,-16,74,32,31,8.6,13.3,328,10,0,M,997,-22,-36,-16,75,9.7,16.2,320,9
136,1/6/2022,500,-16,74,32,30,7.8,12.7,328,9,0,M,997,-22,-36,-16,75,8.8,13.3,321,9
137,1/6/2022,600,-15,75,32,30,8,13.3,328,10,0,M,997,-21,-34,-15,75,8.9,14.2,321,9
138,1/6/2022,700,-15,75,32,30,6.9,10.6,324,12,0,M,997,-21,-33,-15,76,8,12.1,316,12
139,1/6/2022,800,-16,76,32,30,7.8,12.7,300,10,0,M,997,-21,-35,-15,77,9.4,14.1,293,9
140,1/6/2022,900,-16,74,32,30,8.9,13.9,306,8,2,M,997,-22,-37,-16,75,10.4,15.7,298,7
141,1/6/2022,1000,-17,73,32,30,9.2,13.2,309,8,10,M,997,-24,-38,-17,74,10.7,14.3,301,7
142,1/6/2022,1100,-18,72,32,30,10.7,17,303,9,17,M,997,-24,-40,-18,73,12.3,18.3,296,7
143,1/6/2022,1200,-18,72,32,30,7.9,13.8,315,10,22,M,996,-24,-37,-18,73,8.9,14.7,308,9
144,1/6/2022,1300,-17,72,32,30,7.2,11.3,309,10,24,M,996,-23,-35,-17,72,7.9,11.6,302,9
145,1/6/2022,1400,-16,72,32,30,6.6,10.2,296,15,23,M,995,-23,-34,-17,73,6.8,10.8,289,14
146,1/6/2022,1500,-16,72,32,30,7.2,11.6,293,10,20,M,995,-23,-35,-17,72,7.7,11.8,288,9
147,1/6/2022,1600,-17,71,32,30,5.4,9.2,282,13,14,M,995,-23,-32,-17,72,5.2,10.3,277,12
148,1/6/2022,1700,-17,71,32,30,6.3,8.8,272,8,5,M,995,-24,-35,-17,71,7.2,10.3,266,7
149,1/6/2022,1800,-19,71,32,30,4.7,9.3,285,6,0,M,994,-26,-34,-19,71,5.5,12.6,279,7
150,1/6/2022,1900,-21,71,32,30,3.5,6.6,280,9,0,M,994,-28,-34,-20,71,4.6,7.3,276,7
151,1/6/2022,2000,-22,72,32,30,2.5,5.3,269,9,0,M,994,-29,-22,-20,72,3.8,6.5,265,8
152,1/6/2022,2100,-23,73,32,30,2.3,4.9,261,9,0,M,994,-29,-23,-20,72,2.6,6.3,254,3
153,1/6/2022,2200,-22,73,32,30,2.8,5.7,249,11,0,M,994,-29,-22,-21,73,2.7,6.8,246,7
154,1/6/2022,2300,-22,73,32,30,2.7,4.9,211,14,0,M,993,-28,-22,-21,74,0,0.9,219,1
155,1/6/2022,2400,-22,73,31,30,2.7,5.8,214,8,0,M,993,-29,-22,-21,73,0.3,5.6,221,2
156,Date,Hour(CST),Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo
157,Date,Hour(CST),AvgAirTemp(°F),AvgRelHum(%),AvgBareSoilTemp(°F),AvgTurfSoilTemp(°F),AvgWindSpd(mph),MaxWindSpd(mph),AvgWindDir(deg),WindDirStD(deg),TotalSolarRad(Lys),TotalRainfall(inch),StnBaroPres(mb),AvgDewPoint(°F),AvgWindChill(°F),9 mAvgAirTemp(°F),9 mAvgRelHum(%),10 mAvgWindSpd(mph),10 mMaxWindSpd(mph),10 mAvgWindDir(deg),10 mWindDirStD(deg)
158,1/7/2022,100,-23,74,31,30,0.8,2.7,183,13,0,M,992,-28,-23,-21,76,0,0,0,0
159,1/7/2022,200,-23,75,31,30,2.7,5,172,10,0,M,992,-29,-23,-22,76,0,0.9,177,1
160,1/7/2022,300,-24,74,31,30,3.6,6.3,170,10,0,M,992,-30,-37,-23,76,3.6,8.5,169,9
161,1/7/2022,400,-24,74,31,30,2.5,5,163,9,0,M,991,-30,-24,-23,76,0.5,6.7,170,3
162,1/7/2022,500,-24,74,31,30,2.9,6.1,163,10,0,M,991,-30,-24,-23,76,0.3,6.7,144,3
163,1/7/2022,600,-24,74,31,30,4.7,7.5,152,10,0,M,990,-30,-40,-23,75,5.2,8.1,144,9
164,1/7/2022,700,-24,74,31,30,5.5,8.7,164,9,0,M,990,-30,-42,-24,75,6.3,10.3,158,9
165,1/7/2022,800,-23,74,31,30,6.5,11.3,149,10,0,M,989,-29,-42,-23,75,7.6,12.2,144,9
166,1/7/2022,900,-22,74,31,30,7.7,13.2,150,11,3,M,988,-28,-43,-22,75,9,14.3,145,10
167,1/7/2022,1000,-20,72,31,30,9.2,16.8,149,12,15,M,987,-27,-42,-20,73,10.5,17.5,145,11
168,1/7/2022,1100,-18,70,31,30,11.2,20.2,155,13,23,M,987,-25,-41,-18,70,12.6,20.8,150,12
169,1/7/2022,1200,-15,70,31,30,12.4,21.4,148,14,23,M,984,-22,-38,-15,70,14.5,24,144,13
170,1/7/2022,1300,-11,73,31,30,12.5,24.1,147,12,20,M,983,-18,-34,-11,72,14.5,24,142,10
171,1/7/2022,1400,-8,74,31,30,13.7,25.1,148,12,16,M,981,-14,-30,-8,73,16.2,26.9,144,11
172,1/7/2022,1500,-4,75,31,30,13,25.1,149,13,10,M,980,-11,-25,-4,73,14.9,25,145,12
173,1/7/2022,1600,-2,74,31,30,14.2,25.1,155,13,4,M,978,-8,-23,-2,73,15.3,30,150,11
174,1/7/2022,1700,0,79,31,30,15,27.1,146,12,1,M,976,-5,-21,0,77,17.2,29.9,142,10
175,1/7/2022,1800,2,81,31,30,15.4,28.4,150,13,0,M,975,-2,-18,3,80,16.8,33.5,145,11
176,1/7/2022,1900,3,83,31,30,19,32.5,153,12,0,M,974,-1,-19,3,81,21,34.8,148,11
177,1/7/2022,2000,4,83,31,30,18.6,34.5,154,12,0,M,972,0,-18,4,82,20.9,35.2,149,12
178,1/7/2022,2100,6,83,31,30,18.3,35.2,153,13,0,M,971,2,-15,6,81,21,38.7,149,12
179,1/7/2022,2200,8,82,31,30,19.4,34.9,155,12,0,M,970,4,-12,9,80,22.2,38.3,151,11
180,1/7/2022,2300,10,83,31,30,18.1,34.9,153,12,0,M,969,6,-10,10,81,20.9,37.6,149,11
181,1/7/2022,2400,11,82,31,30,18.6,35.5,154,13,0,M,968,7,-8,12,80,21.5,38.2,149,11
182,Date,Hour(CST),Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo,Fargo
183,Date,Hour(CST),AvgAirTemp(°F),AvgRelHum(%),AvgBareSoilTemp(°F),AvgTurfSoilTemp(°F),AvgWindSpd(mph),MaxWindSpd(mph),AvgWindDir(deg),WindDirStD(deg),TotalSolarRad(Lys),TotalRainfall(inch),StnBaroPres(mb),AvgDewPoint(°F),AvgWindChill(°F),9 mAvgAirTemp(°F),9 mAvgRelHum(%),10 mAvgWindSpd(mph),10 mMaxWindSpd(mph),10 mAvgWindDir(deg),10 mWindDirStD(deg)
184,1/8/2022,100,12,81,31,30,19.6,33.8,156,11,0,M,967,7,-8,12,78,22.4,37.9,152,10
185,1/8/2022,200,13,80,31,30,20.2,32.7,159,11,0,M,967,8,-7,13,77,23,36.6,155,10
186,1/8/2022,300,13,81,31,30,18.1,32,160,12,0,M,967,8,-5,14,78,20.6,35.5,155,10
187,1/8/2022,400,13,80,31,30,18.7,30.6,159,11,0,M,966,8,-5,14,78,21.4,33.7,155,11
188,1/8/2022,500,13,79,31,30,16.7,27.7,164,11,0,M,966,8,-4,14,78,18.7,30.7,158,10
189,1/8/2022,600,13,80,31,30,14.9,25.1,160,10,0,M,966,8,-3,14,80,16.8,28,156,10
190,1/8/2022,700,14,80,31,30,12.8,21.9,164,12,0,M,967,9,-2,15,80,14.5,23.8,159,11
191,1/8/2022,800,14,81,31,30,10.8,19.9,169,11,0,M,968,10,0,15,81,12,22.8,163,10
192,1/8/2022,900,15,81,31,30,8.1,14.3,173,10,1,M,969,10,3,15,81,8.9,15.8,169,9
193,1/8/2022,1000,15,81,31,30,8,12.9,187,13,11,M,971,10,3,16,81,8.9,16.2,184,12
194,1/8/2022,1100,17,78,31,30,8.6,13.7,229,27,23,M,972,12,6,18,78,9.8,15.9,226,26
195,1/8/2022,1200,18,79,31,30,10.8,20.7,285,14,23,M,973,13,5,19,78,12.4,24.5,280,14
196,1/8/2022,1300,15,81,31,30,18.5,32.1,300,8,16,M,975,11,-3,15,80,21.8,34.2,293,7
197,1/8/2022,1400,11,81,31,30,17.2,26.3,304,10,13,M,977,6,-8,11,80,20,30.2,297,8
198,1/8/2022,1500,9,79,31,30,18.3,28.1,304,9,18,M,979,4,-10,10,78,21.5,30.8,297,8
199,1/8/2022,1600,7,78,31,30,18.6,30.2,304,8,11,M,981,1,-14,7,77,21.9,31.3,296,7
