"","Date","Hour.CST.","Fargo","Fargo.1","Fargo.2","Fargo.3","Fargo.4","Fargo.5","Fargo.6","Fargo.7","Fargo.8","Fargo.9","Fargo.10","Fargo.11","Fargo.12","Fargo.13","Fargo.14","Fargo.15","Fargo.16","Fargo.17","Fargo.18"
"27","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"28","2019-01-02","100","-7","74","15","16","12.0","18.7","161","9","0","M","981","-13","-27","-7","72","13.2","20.4","156","8"
"29","2019-01-02","200","-6","72","15","16","13.9","22.5","159","10","0","M","979","-13","-28","-6","69","15.4","25.2","154","9"
"30","2019-01-02","300","-3","70","15","16","13.0","21.3","166","9","0","M","978","-11","-24","-3","68","14.2","22.0","161","9"
"31","2019-01-02","400","-1","70","15","16","11.0","18.3","170","9","0","M","977","-9","-19","-1","69","12.1","19.5","165","8"
"32","2019-01-02","500","3","67","16","16","11.6","18.8","175","9","0","M","976","-6","-15","3","67","12.7","20.4","172","9"
"33","2019-01-02","600","5","71","16","16","11.2","17.9","173","9","0","M","975","-3","-12","5","71","12.3","18.8","170","9"
"34","2019-01-02","700","6","81","16","16","11.7","18.8","173","9","0","M","975","2","-11","6","80","12.8","19.3","169","8"
"35","2019-01-02","800","8","84","16","17","11.6","17.4","175","9","0","M","975","4","-8","8","84","12.6","20.0","172","8"
"36","2019-01-02","900","10","83","17","17","9.4","18.5","173","10","2","M","975","6","-4","10","83","10.3","19.4","170","10"
"37","2019-01-02","1000","13","82","17","18","9.1","14.2","177","11","6","M","975","8","-1","12","82","10.0","15.3","173","11"
"38","2019-01-02","1100","15","84","18","18","8.0","15.6","192","13","9","M","975","11","4","15","84","8.7","15.1","189","12"
"39","2019-01-02","1200","19","84","18","18","6.0","14.4","193","19","15","M","975","15","10","19","84","6.7","15.3","191","18"
"40","2019-01-02","1300","24","83","18","19","4.7","9.3","209","13","17","M","975","19","17","24","82","5.5","10.8","208","12"
"41","2019-01-02","1400","28","83","19","19","7.0","12.4","263","12","14","M","975","23","19","28","82","8.4","13.7","259","11"
"42","2019-01-02","1500","29","81","19","20","8.1","12.7","272","12","9","M","975","24","20","29","80","9.7","14.8","267","10"
"43","2019-01-02","1600","29","78","20","20","7.1","15.3","288","14","5","M","975","23","21","29","76","8.8","18.2","283","13"
"44","2019-01-02","1700","28","84","20","21","3.4","6.7","226","21","1","M","976","23","23","28","81","4.2","7.3","226","21"
"45","2019-01-02","1800","27","86","21","21","3.8","5.5","186","7","0","M","976","24","22","28","84","4.5","6.3","187","6"
"46","2019-01-02","1900","27","85","21","21","5.0","8.7","229","13","0","M","976","23","21","28","83","6.1","10.1","228","12"
"47","2019-01-02","2000","25","84","21","22","5.5","8.6","220","12","0","M","976","21","17","26","82","6.7","9.6","218","11"
"48","2019-01-02","2100","23","85","21","22","4.9","7.3","192","10","0","M","976","20","16","24","84","5.8","8.3","191","10"
"49","2019-01-02","2200","22","87","22","22","6.9","11.3","189","7","0","M","975","19","13","23","86","7.8","12.9","187","7"
"50","2019-01-02","2300","22","86","22","22","8.5","12.6","187","7","0","M","974","18","11","22","85","9.4","13.4","184","7"
"51","2019-01-02","2400","22","84","22","22","7.8","11.7","182","8","0","M","974","18","11","22","84","8.7","12.8","179","8"
"52","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"53","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"54","2019-01-03","100","22","84","22","22","7.7","13.2","178","10","0","M","974","17","11","22","84","8.6","14.8","176","10"
"55","2019-01-03","200","22","84","22","22","9.4","16.5","183","9","0","M","973","18","11","22","83","10.4","15.1","179","8"
"56","2019-01-03","300","23","83","22","22","9.9","14.1","185","7","0","M","973","18","11","23","82","10.9","14.8","182","7"
"57","2019-01-03","400","23","83","22","22","8.4","13.1","180","9","0","M","973","18","12","23","82","9.3","13.9","177","9"
"58","2019-01-03","500","24","81","23","23","8.8","14.1","176","8","0","M","972","19","14","24","81","9.8","14.3","173","8"
"59","2019-01-03","600","25","82","23","23","8.8","13.1","183","8","0","M","971","20","15","25","81","9.9","13.9","180","8"
"60","2019-01-03","700","26","81","23","23","9.5","15.1","191","10","0","M","971","21","16","26","80","10.7","15.4","188","10"
"61","2019-01-03","800","28","79","23","23","9.9","16.0","206","9","0","M","971","22","18","28","78","11.4","17.8","204","8"
"62","2019-01-03","900","30","75","23","23","10.0","15.3","204","14","2","M","972","23","21","31","73","11.4","17.0","202","13"
"63","2019-01-03","1000","32","74","23","23","11.7","25.2","221","10","9","M","971","24","22","32","72","13.2","26.9","218","10"
"64","2019-01-03","1100","34","72","23","23","10.4","19.8","230","9","23","M","972","25","25","34","70","11.7","22.0","227","8"
"65","2019-01-03","1200","35","72","24","24","9.7","13.9","226","9","31","M","971","27","27","35","70","11.0","16.2","223","9"
"66","2019-01-03","1300","37","71","24","24","10.2","15.3","230","9","31","M","970","28","29","37","68","11.6","16.8","227","8"
"67","2019-01-03","1400","39","71","24","24","8.6","14.3","239","8","25","M","970","30","32","39","68","10.0","16.3","236","8"
"68","2019-01-03","1500","40","71","24","25","8.7","14.3","236","8","21","M","970","31","33","40","68","10.3","15.2","233","7"
"69","2019-01-03","1600","39","73","25","25","5.6","11.1","225","12","11","M","971","31","34","40","69","6.7","12.8","223","11"
"70","2019-01-03","1700","38","76","25","25","4.2","6.1","184","11","2","M","971","31","34","39","73","5.1","8.2","185","10"
"71","2019-01-03","1800","36","80","25","25","4.5","6.6","183","8","0","M","971","30","31","37","76","5.6","7.8","184","8"
"72","2019-01-03","1900","35","81","25","25","5.1","8.1","178","6","0","M","972","30","29","36","78","6.3","9.1","178","6"
"73","2019-01-03","2000","34","83","26","26","5.7","8.6","174","7","0","M","971","29","28","35","80","6.9","9.8","174","7"
"74","2019-01-03","2100","32","84","26","26","6.1","9.1","184","6","0","M","971","28","26","33","82","7.3","9.7","183","6"
"75","2019-01-03","2200","31","85","26","26","5.2","7.6","190","6","0","M","972","27","25","33","83","6.6","9.2","190","8"
"76","2019-01-03","2300","32","85","26","26","4.1","6.0","185","13","0","M","972","28","27","33","82","5.2","7.7","188","12"
"77","2019-01-03","2400","29","88","26","26","2.6","5.6","208","12","0","M","972","26","29","32","84","5.1","8.3","205","11"
"78","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"79","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"80","2019-01-04","100","30","88","26","26","3.5","6.0","184","16","0","M","972","27","26","32","84","4.8","7.7","190","16"
"81","2019-01-04","200","29","88","26","26","3.0","5.2","186","21","0","M","973","26","29","31","86","4.1","7.1","189","13"
"82","2019-01-04","300","28","90","26","25","4.1","6.3","188","7","0","M","973","26","23","30","87","5.3","7.6","188","7"
"83","2019-01-04","400","28","90","26","25","3.4","5.3","184","8","0","M","973","25","23","30","87","4.5","6.8","185","8"
"84","2019-01-04","500","27","90","26","25","3.4","5.7","187","7","0","M","973","24","22","29","88","4.4","7.1","192","10"
"85","2019-01-04","600","26","91","26","25","3.8","6.6","181","9","0","M","973","24","21","28","88","4.9","8.2","181","8"
"86","2019-01-04","700","26","90","26","25","4.5","6.8","188","8","0","M","973","23","20","27","89","5.5","8.3","188","8"
"87","2019-01-04","800","26","88","26","25","5.0","7.7","191","7","0","M","972","23","19","27","87","6.0","9.0","188","7"
"88","2019-01-04","900","26","88","26","25","3.5","7.0","187","11","2","M","973","23","21","27","87","4.3","8.6","190","12"
"89","2019-01-04","1000","28","85","26","25","4.4","7.8","212","18","12","M","973","24","22","29","83","5.5","8.6","212","18"
"90","2019-01-04","1100","30","82","26","25","6.0","9.7","206","16","22","M","973","26","24","30","81","6.7","11.3","204","15"
"91","2019-01-04","1200","35","77","26","25","6.7","11.3","222","12","33","M","972","28","28","34","76","7.6","12.9","218","11"
"92","2019-01-04","1300","37","74","26","26","6.6","11.8","235","9","33","M","972","30","31","37","73","7.7","13.8","231","8"
"93","2019-01-04","1400","40","72","26","26","6.5","12.2","227","11","30","M","972","31","34","40","69","7.8","13.1","224","10"
"94","2019-01-04","1500","40","72","26","26","6.4","11.1","222","6","19","M","972","32","35","41","69","7.8","11.9","219","6"
"95","2019-01-04","1600","40","73","26","27","6.0","10.7","217","7","11","M","972","32","35","41","69","7.4","11.8","215","7"
"96","2019-01-04","1700","38","77","27","27","6.7","10.3","221","9","2","M","973","32","33","40","73","8.1","12.1","217","7"
"97","2019-01-04","1800","37","81","27","28","6.9","12.3","220","13","0","M","973","31","30","37","78","8.6","13.8","217","12"
"98","2019-01-04","1900","36","82","27","28","6.4","10.2","224","8","0","M","973","31","30","37","79","8.2","11.3","221","8"
"99","2019-01-04","2000","36","83","27","28","5.6","9.8","203","13","0","M","972","31","30","37","80","7.1","11.3","201","12"
"100","2019-01-04","2100","34","86","27","28","5.2","7.3","185","6","0","M","972","30","28","35","84","6.2","8.7","183","6"
"101","2019-01-04","2200","33","87","28","28","5.6","9.3","177","7","0","M","972","30","27","34","85","6.6","10.1","175","7"
"102","2019-01-04","2300","33","87","28","28","5.8","9.3","181","9","0","M","972","30","27","34","85","7.0","10.5","178","8"
"103","2019-01-04","2400","33","87","28","28","6.7","10.2","192","9","0","M","972","29","26","33","85","7.9","10.9","191","9"
"104","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"105","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"106","2019-01-05","100","33","85","28","28","5.6","9.6","211","12","0","M","971","29","27","34","82","6.9","10.8","212","11"
"107","2019-01-05","200","34","82","28","28","8.1","11.9","239","9","0","M","973","29","26","35","79","10.1","14.7","236","8"
"108","2019-01-05","300","35","78","28","28","8.2","12.7","244","7","0","M","973","29","27","36","74","10.6","14.8","240","6"
"109","2019-01-05","400","36","76","28","28","7.0","11.4","232","8","0","M","973","29","29","37","72","9.0","12.8","230","7"
"110","2019-01-05","500","35","77","28","28","6.6","10.7","244","8","0","M","973","28","28","36","73","8.6","12.2","240","7"
"111","2019-01-05","600","33","80","28","28","4.5","8.1","233","10","0","M","975","27","28","35","76","6.2","10.1","232","8"
"112","2019-01-05","700","32","82","28","28","5.5","8.6","242","8","0","M","976","27","26","34","78","7.6","10.9","240","7"
"113","2019-01-05","800","31","83","28","28","5.3","9.0","262","13","0","M","977","27","25","33","79","7.6","11.6","258","13"
"114","2019-01-05","900","31","83","28","28","5.5","9.0","317","9","3","M","979","26","24","32","80","7.9","11.4","309","8"
"115","2019-01-05","1000","29","86","28","28","9.4","18.4","345","20","6","M","980","26","20","29","85","11.3","21.4","339","19"
"116","2019-01-05","1100","27","92","28","28","10.6","19.2","349","18","8","M","982","25","16","27","92","12.9","21.9","342","14"
"117","2019-01-05","1200","27","92","28","28","10.4","17.7","346","14","13","M","982","25","16","26","92","12.3","19.2","339","11"
"118","2019-01-05","1300","26","90","28","28","10.7","16.3","349","15","15","M","983","23","15","26","90","12.8","18.2","342","11"
"119","2019-01-05","1400","26","95","28","28","7.5","13.3","359","17","11","M","984","24","16","25","95","8.9","14.9","353","13"
"120","2019-01-05","1500","26","96","28","28","7.7","14.4","1","18","8","M","985","25","17","26","96","9.0","16.3","357","16"
"121","2019-01-05","1600","26","93","28","28","7.5","15.9","17","13","4","M","986","25","18","26","93","8.6","18.8","11","14"
"122","2019-01-05","1700","24","80","28","28","8.4","16.7","15","13","4","M","987","19","14","24","79","10.0","18.5","10","12"
"123","2019-01-05","1800","22","87","28","28","7.6","13.1","23","11","0","M","988","18","12","22","86","8.9","15.2","16","10"
"124","2019-01-05","1900","21","93","28","28","9.4","17.3","16","14","0","M","989","19","9","21","93","11.0","16.9","10","14"
"125","2019-01-05","2000","20","92","28","28","9.6","15.9","16","14","0","M","990","18","8","20","92","11.2","19.2","10","11"
"126","2019-01-05","2100","20","90","28","28","8.7","15.2","15","16","0","M","990","17","8","20","91","10.2","16.5","9","16"
"127","2019-01-05","2200","19","89","28","27","8.7","14.1","12","16","0","M","990","16","7","18","89","10.3","15.9","6","14"
"128","2019-01-05","2300","18","90","28","27","8.5","13.7","26","13","0","M","989","16","7","18","90","9.8","14.9","19","12"
"129","2019-01-05","2400","19","92","27","27","6.4","11.1","40","14","0","M","990","17","9","19","92","7.2","14.3","35","13"
"130","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"131","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"132","2019-01-06","100","19","94","27","27","5.2","10.3","50","17","0","M","990","17","10","18","94","6.1","11.1","47","16"
"133","2019-01-06","200","19","92","27","27","6.0","11.1","60","13","0","M","990","16","9","18","92","7.1","12.1","57","12"
"134","2019-01-06","300","18","91","27","27","6.3","11.7","60","15","0","M","990","16","8","18","92","7.3","12.9","56","14"
"135","2019-01-06","400","17","92","27","27","6.3","10.7","65","14","0","M","989","15","7","17","93","7.6","12.9","62","13"
"136","2019-01-06","500","16","93","27","26","4.9","8.2","72","12","0","M","988","14","7","16","93","5.8","9.6","69","11"
"137","2019-01-06","600","15","91","27","26","4.7","9.0","75","18","0","M","988","13","7","15","91","5.5","10.6","72","17"
"138","2019-01-06","700","15","88","27","26","3.3","7.1","102","18","0","M","987","12","9","15","88","3.9","7.6","98","16"
"139","2019-01-06","800","17","86","27","26","5.6","13.9","128","16","0","M","986","14","8","17","86","6.3","16.0","123","13"
"140","2019-01-06","900","19","84","27","26","8.9","18.9","129","14","1","M","985","15","7","19","84","9.9","20.0","123","13"
"141","2019-01-06","1000","21","83","27","26","9.3","16.4","125","15","5","M","985","16","9","21","82","10.6","18.7","120","13"
"142","2019-01-06","1100","23","79","27","26","10.5","19.2","129","13","10","M","983","17","11","23","78","11.9","22.0","125","12"
"143","2019-01-06","1200","25","75","27","26","12.3","22.1","131","13","12","M","982","18","12","25","75","13.7","26.0","126","11"
"144","2019-01-06","1300","26","75","27","26","9.7","19.5","127","16","14","M","980","19","16","26","74","11.0","21.3","121","14"
"145","2019-01-06","1400","28","72","27","26","9.9","18.5","128","14","9","M","978","20","18","28","71","11.2","21.5","123","13"
"146","2019-01-06","1500","30","70","27","27","11.4","24.3","128","13","5","M","977","21","19","30","69","12.7","26.0","124","12"
"147","2019-01-06","1600","31","73","27","27","15.2","24.8","132","11","3","M","975","23","19","31","72","17.2","29.0","127","10"
"148","2019-01-06","1700","32","74","27","27","15.4","26.5","128","12","1","M","973","24","20","32","73","17.4","27.7","124","10"
"149","2019-01-06","1800","32","74","27","27","14.0","26.3","130","12","0","M","972","25","22","32","73","15.8","30.4","125","11"
"150","2019-01-06","1900","33","75","27","27","11.4","21.4","137","14","0","M","972","26","24","33","74","12.8","23.0","132","13"
"151","2019-01-06","2000","33","78","27","27","9.6","19.2","156","13","0","M","972","27","24","33","77","10.9","20.9","151","13"
"152","2019-01-06","2100","33","79","27","27","8.4","17.9","144","13","0","M","971","27","25","33","78","9.6","17.7","140","12"
"153","2019-01-06","2200","33","81","28","28","10.0","20.2","134","11","0","M","969","28","24","33","80","11.2","20.4","130","10"
"154","2019-01-06","2300","33","91","28","28","12.1","22.5","136","12","0","M","968","31","23","33","91","13.5","27.0","132","11"
"155","2019-01-06","2400","33","94","28","28","10.6","18.9","140","12","0","M","967","31","24","33","94","12.1","21.9","135","11"
"156","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"157","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"158","2019-01-07","100","33","95","28","28","9.8","17.3","148","13","0","M","966","32","24","33","95","11.1","19.3","143","13"
"159","2019-01-07","200","33","97","28","28","8.2","15.6","159","12","0","M","966","33","26","33","97","9.4","17.8","154","11"
"160","2019-01-07","300","34","97","28","28","8.4","14.4","163","10","0","M","966","33","26","34","97","9.4","15.7","159","9"
"161","2019-01-07","400","34","98","28","28","5.9","10.1","171","10","0","M","965","33","28","34","98","6.6","11.3","166","10"
"162","2019-01-07","500","33","98","28","28","4.0","7.7","181","11","0","M","965","33","29","34","98","4.5","8.3","177","10"
"163","2019-01-07","600","33","98","28","29","4.5","8.2","201","16","0","M","965","33","28","33","98","5.1","8.8","198","17"
"164","2019-01-07","700","33","96","28","29","4.9","9.5","261","15","0","M","965","32","28","33","96","6.1","11.3","256","13"
"165","2019-01-07","800","33","95","28","29","6.1","10.8","255","10","0","M","966","32","27","33","94","7.4","12.2","251","9"
"166","2019-01-07","900","33","92","29","29","6.3","11.9","254","9","1","M","967","31","27","33","91","7.3","12.6","250","8"
"167","2019-01-07","1000","34","92","29","29","7.0","11.7","254","11","9","M","967","31","27","34","90","8.3","12.9","250","10"
"168","2019-01-07","1100","34","89","29","29","7.4","12.4","243","9","23","M","967","31","27","34","89","8.5","13.2","239","8"
"169","2019-01-07","1200","35","85","29","29","7.0","10.8","237","11","29","M","967","31","28","35","84","8.0","12.4","233","10"
"170","2019-01-07","1300","37","79","29","29","6.0","11.8","246","11","32","M","966","31","31","36","78","7.0","13.1","242","11"
"171","2019-01-07","1400","38","72","29","29","6.8","11.4","255","10","30","M","966","30","32","38","70","8.1","12.8","251","8"
"172","2019-01-07","1500","38","72","29","29","6.8","10.9","246","10","22","M","967","30","33","39","69","8.2","12.4","242","9"
"173","2019-01-07","1600","39","73","29","30","5.1","9.6","213","13","12","M","967","31","34","39","69","6.1","9.8","211","12"
"174","2019-01-07","1700","37","77","29","30","5.0","8.5","199","9","2","M","968","31","33","38","74","6.1","9.6","198","9"
"175","2019-01-07","1800","36","79","29","30","5.6","10.3","218","14","0","M","969","30","31","37","75","7.0","11.2","215","13"
"176","2019-01-07","1900","36","80","29","30","5.6","8.3","221","8","0","M","970","30","30","37","76","6.9","10.3","219","7"
"177","2019-01-07","2000","36","80","29","30","6.1","10.0","220","7","0","M","970","30","30","36","76","7.5","11.1","218","7"
"178","2019-01-07","2100","35","79","29","30","5.6","10.0","259","21","0","M","972","29","30","36","76","7.0","11.6","255","20"
"179","2019-01-07","2200","35","76","30","30","10.6","18.5","318","14","0","M","974","28","26","35","74","12.6","20.9","310","14"
"180","2019-01-07","2300","30","79","30","30","8.3","16.2","341","14","0","M","974","24","21","30","77","10.0","20.7","336","10"
"181","2019-01-07","2400","28","78","30","30","6.7","12.9","298","10","0","M","975","22","21","29","75","8.7","14.8","292","9"
"182","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"183","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"184","2019-01-08","100","28","75","30","30","8.2","16.5","287","8","0","M","975","21","19","29","72","10.3","18.0","282","7"
"185","2019-01-08","200","27","72","30","30","12.2","20.9","292","8","0","M","977","19","16","28","69","15.2","24.6","287","7"
"186","2019-01-08","300","26","69","30","30","13.4","22.1","297","15","0","M","978","17","13","26","66","16.3","26.5","291","13"
"187","2019-01-08","400","23","67","30","30","14.3","26.4","298","9","0","M","978","14","10","23","64","17.6","28.2","291","7"
"188","2019-01-08","500","22","70","30","30","15.2","24.0","305","12","0","M","979","14","8","22","68","18.4","29.2","297","10"
"189","2019-01-08","600","20","71","30","30","15.6","25.8","304","10","0","M","980","12","5","21","68","19.2","29.1","297","8"
"190","2019-01-08","700","18","64","30","29","23.1","36.6","305","10","0","M","981","8","0","18","62","28.4","43.0","298","8"
"191","2019-01-08","800","14","64","30","29","22.4","35.8","304","9","0","M","982","4","-5","14","62","27.6","41.4","296","7"
"192","2019-01-08","900","13","66","29","28","19.9","34.1","306","9","2","M","984","4","-6","13","64","24.1","37.1","298","8"
